"CIDADE","UF"
"LICINIO DE ALMEIDA","BAHIA"
"LIDIANOPOLIS","PARANA"
"LIMA CAMPOS","MARANHAO"
"LIMA DUARTE","MINAS GERAIS"
"LIMEIRA DO OESTE","MINAS GERAIS"
"LIMEIRA","SAO PAULO"
"LIMOEIRO DE ANADIA","ALAGOAS"
"LIMOEIRO DO AJURU","PARA"
"LIMOEIRO DO NORTE","CEARA"
"LIMOEIRO","PERNAMBUCO"
"LINDOESTE","PARANA"
"LINDOIA DO SUL","SANTA CATARINA"
"LINDOIA","SAO PAULO"
"LINDOLFO COLLOR","RIO GRANDE DO SUL"
"LINHA NOVA","RIO GRANDE DO SUL"
"LINHARES","ESPIRITO SANTO"
"LINS","SAO PAULO"
"LIVRAMENTO DE NOSSA SENHORA","BAHIA"
"LIVRAMENTO","PARAIBA"
"LIZARDA","TOCANTINS"
"LOANDA","PARANA"
"LOBATO","PARANA"
"LOGRADOURO","PARAIBA"
"LONDRINA","PARANA"
"LONTRA","MINAS GERAIS"
"LONTRAS","SANTA CATARINA"
"LORENA","SAO PAULO"
"LORETO","MARANHAO"
"LOURDES","SAO PAULO"
"LOUVEIRA","SAO PAULO"
"LUCAS DO RIO VERDE","MATO GROSSO"
"LUCELIA","SAO PAULO"
"LUCENA","PARAIBA"
"LUCIANOPOLIS","SAO PAULO"
"LUCIARA","MATO GROSSO"
"LUCRECIA","RIO GRANDE DO NORTE"
"LUIS ANTONIO","SAO PAULO"
"LUISBURGO","MINAS GERAIS"
"LUIS CORREIA","PIAUI"
"LUIS DOMINGUES","MARANHAO"
"LUIS EDUARDO MAGALHAES","BAHIA"
"LUIS GOMES","RIO GRANDE DO NORTE"
"LUISLANDIA","MINAS GERAIS"
"LUIZ ALVES","SANTA CATARINA"
"LUIZIANA","PARANA"
"LUIZIANIA","SAO PAULO"
"LUMINARIAS","MINAS GERAIS"
"LUNARDELLI","PARANA"
"LUPERCIO","SAO PAULO"
"LUPIONOPOLIS","PARANA"
"LUTECIA","SAO PAULO"
"LUZERNA","SANTA CATARINA"
"LUZIANIA","GOIAS"
"LUZILANDIA","PIAUI"
"LUZINOPOLIS","TOCANTINS"
"LUZ","MINAS GERAIS"
"MACAE","RIO DE JANEIRO"
"MACAIBA","RIO GRANDE DO NORTE"
"MACAJUBA","BAHIA"
"MACAMBARA","RIO GRANDE DO SUL"
"MACAMBIRA","SERGIPE"
"MACAPARANA","PERNAMBUCO"
"MACAPA","AMAPA"
"MACARANI","BAHIA"
"MACATUBA","SAO PAULO"
"MACAUBAL","SAO PAULO"
"MACAUBAS","BAHIA"
"MACAU","RIO GRANDE DO NORTE"
"MACEDONIA","SAO PAULO"
"MACEIO","ALAGOAS"
"MACHACALIS","MINAS GERAIS"
"MACHADINHO D""OESTE","RONDONIA"
"MACHADINHO","RIO GRANDE DO SUL"
"MACHADO","MINAS GERAIS"
"MACHADOS","PERNAMBUCO"
"MACIEIRA","SANTA CATARINA"
"MACUCO","RIO DE JANEIRO"
"MACURURE","BAHIA"
"MADALENA","CEARA"
"MADEIRO","PIAUI"
"MADRE DE DEUS DE MINAS","MINAS GERAIS"
"MADRE DE DEUS","BAHIA"
"MAE D""AGUA","PARAIBA"
"MAE DO RIO","PARA"
"MAETINGA","BAHIA"
"MAFRA","SANTA CATARINA"
"MAGALHAES BARATA","PARA"
"MAGALHAES DE ALMEIDA","MARANHAO"
"MAGDA","SAO PAULO"
"MAGE","RIO DE JANEIRO"
"MAIQUINIQUE","BAHIA"
"MAIRINQUE","SAO PAULO"
"MAIRIPORA","SAO PAULO"
"MAIRIPOTABA","GOIAS"
"MAIRI","BAHIA"
"MAJOR GERCINO","SANTA CATARINA"
"MAJOR ISIDORO","ALAGOAS"
"MAJOR SALES","RIO GRANDE DO NORTE"
"MAJOR VIEIRA","SANTA CATARINA"
"MALACACHETA","MINAS GERAIS"
"MALHADA DE PEDRAS","BAHIA"
"MALHADA DOS BOIS","SERGIPE"
"MALHADA","BAHIA"
"MALHADOR","SERGIPE"
"MALLET","PARANA"
"MALTA","PARAIBA"
"MAMANGUAPE","PARAIBA"
"MAMBAI","GOIAS"
"MAMBORE","PARANA"
"MAMONAS","MINAS GERAIS"
"MAMPITUBA","RIO GRANDE DO SUL"
"MANACAPURU","AMAZONAS"
"MANAIRA","PARAIBA"
"MANAQUIRI","AMAZONAS"
"MANARI","PERNAMBUCO"
"MANAUS","AMAZONAS"
"MANCIO LIMA","ACRE"
"MANDAGUACU","PARANA"
"MANDAGUARI","PARANA"
"MANDIRITUBA","PARANA"
"MANDURI","SAO PAULO"
"MANFRINOPOLIS","PARANA"
"MANGARATIBA","RIO DE JANEIRO"
"MANGA","MINAS GERAIS"
"MANGUEIRINHA","PARANA"
"MANHUACU","MINAS GERAIS"
"MANHUMIRIM","MINAS GERAIS"
"MANICORE","AMAZONAS"
"MANOEL EMIDIO","PIAUI"
"MANOEL RIBAS","PARANA"
"MANOEL URBANO","ACRE"
"MANOEL VIANA","RIO GRANDE DO SUL"
"MANOEL VITORINO","BAHIA"
"MANSIDAO","BAHIA"
"MANTENA","MINAS GERAIS"
"MANTENOPOLIS","ESPIRITO SANTO"
"MAQUINE","RIO GRANDE DO SUL"
"MARAA","AMAZONAS"
"MARABA PAULISTA","SAO PAULO"
"MARABA","PARA"
"MARACACUME","MARANHAO"
"MARACAI","SAO PAULO"
"MARACAJA","SANTA CATARINA"
"MARACAJU","MATO GROSSO DO SUL"
"MARACANA","PARA"
"MARACANAU","CEARA"
"MARACAS","BAHIA"
"MARAGOGIPE","BAHIA"
"MARAGOGI","ALAGOAS"
"MARAIAL","PERNAMBUCO"
"MARAJA DO SENA","MARANHAO"
"MARANGUAPE","CEARA"
"MARANHAOZINHO","MARANHAO"
"MARAPANIM","PARA"
"MARAPOAMA","SAO PAULO"
"MARA ROSA","GOIAS"
"MARATAIZES","ESPIRITO SANTO"
"MARATA","RIO GRANDE DO SUL"
"MARAU","BAHIA"
"MARAU","RIO GRANDE DO SUL"
"MARAVILHA","ALAGOAS"
"MARAVILHA","SANTA CATARINA"
"MARAVILHAS","MINAS GERAIS"
"MARCACAO","PARAIBA"
"MARCELANDIA","MATO GROSSO"
"MARCELINO RAMOS","RIO GRANDE DO SUL"
"MARCELINO VIEIRA","RIO GRANDE DO NORTE"
"MARCIONILIO SOUZA","BAHIA"
"MARCOLANDIA","PIAUI"
"MARCO","CEARA"
"MARCOS PARENTE","PIAUI"
"MAR DE ESPANHA","MINAS GERAIS"
"MARECHAL CANDIDO RONDON","PARANA"
"MARECHAL DEODORO","ALAGOAS"
"MARECHAL FLORIANO","ESPIRITO SANTO"
"MARECHAL THAUMATURGO","ACRE"
"MAREMA","SANTA CATARINA"
"MARIA DA FE","MINAS GERAIS"
"MARIA HELENA","PARANA"
"MARIALVA","PARANA"
"MARIANA PIMENTEL","RIO GRANDE DO SUL"
"MARIANA","MINAS GERAIS"
"MARIANO MORO","RIO GRANDE DO SUL"
"MARIANOPOLIS DO TOCANTINS","TOCANTINS"
"MARIAPOLIS","SAO PAULO"
"MARIBONDO","ALAGOAS"
"MARICA","RIO DE JANEIRO"
"MARILAC","MINAS GERAIS"
"MARILANDIA DO SUL","PARANA"
"MARILANDIA","ESPIRITO SANTO"
"MARILENA","PARANA"
"MARILIA","SAO PAULO"
"MARILUZ","PARANA"
"MARINGA","PARANA"
"MARINOPOLIS","SAO PAULO"
"MARIO CAMPOS","MINAS GERAIS"
"MARIOPOLIS","PARANA"
"MARIPA DE MINAS","MINAS GERAIS"
"MARIPA","PARANA"
"MARI","PARAIBA"
"MARITUBA","PARA"
"MARIZOPOLIS","PARAIBA"
"MARLIERIA","MINAS GERAIS"
"MARMELEIRO","PARANA"
"MARMELOPOLIS","MINAS GERAIS"
"MARQUES DE SOUZA","RIO GRANDE DO SUL"
"MARQUINHO","PARANA"
"MARTINHO CAMPOS","MINAS GERAIS"
"MARTINOPOLE","CEARA"
"MARTINOPOLIS","SAO PAULO"
"MARTINS","RIO GRANDE DO NORTE"
"MARTINS SOARES","MINAS GERAIS"
"MARUIM","SERGIPE"
"MARUMBI","PARANA"
"MAR VERMELHO","ALAGOAS"
"MARZAGAO","GOIAS"
"MASCOTE","BAHIA"
"MASSAPE DO PIAUI","PIAUI"
"MASSAPE","CEARA"
"MASSARANDUBA","PARAIBA"
"MASSARANDUBA","SANTA CATARINA"
"MATA DE SAO JOAO","BAHIA"
"MATA GRANDE","ALAGOAS"
"MATAO","SAO PAULO"
"MATARACA","PARAIBA"
"MATA ROMA","MARANHAO"
"MATA","RIO GRANDE DO SUL"
"MATA VERDE","MINAS GERAIS"
"MATEIROS","TOCANTINS"
"MATELANDIA","PARANA"
"MATERLANDIA","MINAS GERAIS"
"MATEUS LEME","MINAS GERAIS"
"MATHIAS LOBATO","MINAS GERAIS"
"MATIAS BARBOSA","MINAS GERAIS"
"MATIAS CARDOSO","MINAS GERAIS"
"MATIAS OLIMPIO","PIAUI"
"MATINA","BAHIA"
"MATINHA","MARANHAO"
"MATINHAS","PARAIBA"
"MATINHOS","PARANA"
"MATIPO","MINAS GERAIS"
"MATO CASTELHANO","RIO GRANDE DO SUL"
"MATOES DO NORTE","MARANHAO"
"MATOES","MARANHAO"
"MATO GROSSO","PARAIBA"
"MATO LEITAO","RIO GRANDE DO SUL"
"MATO QUEIMADO","RIO GRANDE DO SUL"
"MATO RICO","PARANA"
"MATOS COSTA","SANTA CATARINA"
"MATO VERDE","MINAS GERAIS"
"MATOZINHOS","MINAS GERAIS"
"MATRINCHA","GOIAS"
"MATRIZ DE CAMARAGIBE","ALAGOAS"
"MATUPA","MATO GROSSO"
"MATUREIA","PARAIBA"
"MATUTINA","MINAS GERAIS"
"MAUA DA SERRA","PARANA"
"MAUA","SAO PAULO"
"MAUES","AMAZONAS"
"MAURILANDIA DO TOCANTINS","TOCANTINS"
"MAURILANDIA","GOIAS"
"MAURITI","CEARA"
"MAXARANGUAPE","RIO GRANDE DO NORTE"
"MAXIMILIANO DE ALMEIDA","RIO GRANDE DO SUL"
"MAZAGAO","AMAPA"
"MEDEIROS NETO","BAHIA"
"MEDEIROS","MINAS GERAIS"
"MEDIANEIRA","PARANA"
"MEDICILANDIA","PARA"
"MEDINA","MINAS GERAIS"
"MELEIRO","SANTA CATARINA"
"MELGACO","PARA"
"MENDES PIMENTEL","MINAS GERAIS"
"MENDES","RIO DE JANEIRO"
"MENDONCA","SAO PAULO"
"MERCEDES","PARANA"
"MERCES","MINAS GERAIS"
"MERIDIANO","SAO PAULO"
"MERUOCA","CEARA"
"MESOPOLIS","SAO PAULO"
"MESQUITA","MINAS GERAIS"
"MESQUITA","RIO DE JANEIRO"
"MESSIAS","ALAGOAS"
"MESSIAS TARGINO","RIO GRANDE DO NORTE"
"MIGUEL ALVES","PIAUI"
"MIGUEL CALMON","BAHIA"
"MIGUEL LEAO","PIAUI"
"MIGUELOPOLIS","SAO PAULO"
"MIGUEL PEREIRA","RIO DE JANEIRO"
"MILAGRES DO MARANHAO","MARANHAO"
"MILAGRES","BAHIA"
"MILAGRES","CEARA"
"MILHA","CEARA"
"MILTON BRANDAO","PIAUI"
"MIMOSO DE GOIAS","GOIAS"
"MIMOSO DO SUL","ESPIRITO SANTO"
"MINACU","GOIAS"
"MINADOR DO NEGRAO","ALAGOAS"
"MINAS DO LEAO","RIO GRANDE DO SUL"
"MINAS NOVAS","MINAS GERAIS"
"MINDURI","MINAS GERAIS"
"MINEIROS DO TIETE","SAO PAULO"
"MINEIROS","GOIAS"
"MINISTRO ANDREAZZA","RONDONIA"
"MIRABELA","MINAS GERAIS"
"MIRACATU","SAO PAULO"
"MIRACEMA DO TOCANTINS","TOCANTINS"
"MIRACEMA","RIO DE JANEIRO"
"MIRADOR","MARANHAO"
"MIRADOR","PARANA"
"MIRADOURO","MINAS GERAIS"
"MIRA ESTRELA","SAO PAULO"
"MIRAGUAI","RIO GRANDE DO SUL"
"MIRAIMA","CEARA"
"MIRAI","MINAS GERAIS"
"MIRANDA DO NORTE","MARANHAO"
"MIRANDA","MATO GROSSO DO SUL"
"MIRANDIBA","PERNAMBUCO"
"MIRANDOPOLIS","SAO PAULO"
"MIRANGABA","BAHIA"
"MIRANORTE","TOCANTINS"
"MIRANTE DA SERRA","RONDONIA"
"MIRANTE DO PARANAPANEMA","SAO PAULO"
"MIRANTE","BAHIA"
"MIRASELVA","PARANA"
"MIRASSOLANDIA","SAO PAULO"
"MIRASSOL D""OESTE","MATO GROSSO"
"MIRASSOL","SAO PAULO"
"MIRAVANIA","MINAS GERAIS"
"MIRIM DOCE","SANTA CATARINA"
"MIRINZAL","MARANHAO"
"MISSAL","PARANA"
"MISSAO VELHA","CEARA"
"MOCAJUBA","PARA"
"MOCOCA","SAO PAULO"
"MODELO","SANTA CATARINA"
"MOEDA","MINAS GERAIS"
"MOEMA","MINAS GERAIS"
"MOGEIRO","PARAIBA"
"MOGI DAS CRUZES","SAO PAULO"
"MOGI GUACU","SAO PAULO"
"MOIPORA","GOIAS"
"MOITA BONITA","SERGIPE"
"MOJI MIRIM","SAO PAULO"
"MOJU","PARA"
"MOMBACA","CEARA"
"MOMBUCA","SAO PAULO"
"MONCAO","MARANHAO"
"MONCOES","SAO PAULO"
"MONDAI","SANTA CATARINA"
"MONGAGUA","SAO PAULO"
"MONJOLOS","MINAS GERAIS"
"MONSENHOR GIL","PIAUI"
"MONSENHOR HIPOLITO","PIAUI"
"MONSENHOR PAULO","MINAS GERAIS"
"MONSENHOR TABOSA","CEARA"
"MONTADAS","PARAIBA"
"MONTALVANIA","MINAS GERAIS"
"MONTANHA","ESPIRITO SANTO"
"MONTANHAS","RIO GRANDE DO NORTE"
"MONTAURI","RIO GRANDE DO SUL"
"MONTE ALEGRE DE GOIAS","GOIAS"
"MONTE ALEGRE DE MINAS","MINAS GERAIS"
"MONTE ALEGRE DE SERGIPE","SERGIPE"
"MONTE ALEGRE DO PIAUI","PIAUI"
"MONTE ALEGRE DOS CAMPOS","RIO GRANDE DO SUL"
"MONTE ALEGRE DO SUL","SAO PAULO"
"MONTE ALEGRE","PARA"
"MONTE ALEGRE","RIO GRANDE DO NORTE"
"MONTE ALTO","SAO PAULO"
"MONTE APRAZIVEL","SAO PAULO"
"MONTE AZUL PAULISTA","SAO PAULO"
"MONTE AZUL","MINAS GERAIS"
"MONTE BELO DO SUL","RIO GRANDE DO SUL"
"MONTE BELO","MINAS GERAIS"
"MONTE CARLO","SANTA CATARINA"
"MONTE CARMELO","MINAS GERAIS"
"MONTE CASTELO","SANTA CATARINA"
"MONTE CASTELO","SAO PAULO"
"MONTE DAS GAMELEIRAS","RIO GRANDE DO NORTE"
"MONTE DO CARMO","TOCANTINS"
"MONTE FORMOSO","MINAS GERAIS"
"MONTE HOREBE","PARAIBA"
"MONTEIRO LOBATO","SAO PAULO"
"MONTEIROPOLIS","ALAGOAS"
"MONTEIRO","PARAIBA"
"MONTE MOR","SAO PAULO"
"MONTENEGRO","RIO GRANDE DO SUL"
"MONTE NEGRO","RONDONIA"
"MONTES ALTOS","MARANHAO"
"MONTE SANTO DE MINAS","MINAS GERAIS"
"MONTE SANTO DO TOCANTINS","TOCANTINS"
"MONTE SANTO","BAHIA"
"MONTES CLAROS DE GOIAS","GOIAS"
"MONTES CLAROS","MINAS GERAIS"
"MONTE SIAO","MINAS GERAIS"
"MONTEZUMA","MINAS GERAIS"
"MONTIVIDIU DO NORTE","GOIAS"
"MONTIVIDIU","GOIAS"
"MORADA NOVA DE MINAS","MINAS GERAIS"
"MORADA NOVA","CEARA"
"MORAUJO","CEARA"
"MOREILANDIA","PERNAMBUCO"
"MOREIRA SALES","PARANA"
"MORENO","PERNAMBUCO"
"MORMACO","RIO GRANDE DO SUL"
"MORPARA","BAHIA"
"MORRETES","PARANA"
"MORRINHOS DO SUL","RIO GRANDE DO SUL"
"MORRINHOS","CEARA"
"MORRINHOS","GOIAS"
"MORRO AGUDO DE GOIAS","GOIAS"
"MORRO AGUDO","SAO PAULO"
"MORRO CABECA NO TEMPO","PIAUI"
"MORRO DA FUMACA","SANTA CATARINA"
"MORRO DA GARCA","MINAS GERAIS"
"MORRO DO CHAPEU DO PIAUI","PIAUI"
"MORRO DO CHAPEU","BAHIA"
"MORRO DO PILAR","MINAS GERAIS"
"MORRO GRANDE","SANTA CATARINA"
"MORRO REDONDO","RIO GRANDE DO SUL"
"MORRO REUTER","RIO GRANDE DO SUL"
"MORROS","MARANHAO"
"MORTUGABA","BAHIA"
"MORUNGABA","SAO PAULO"
"MOSSAMEDES","GOIAS"
"MOSSORO","RIO GRANDE DO NORTE"
"MOSTARDAS","RIO GRANDE DO SUL"
"MOTUCA","SAO PAULO"
"MOZARLANDIA","GOIAS"
"MUANA","PARA"
"MUCAJAI","RORAIMA"
"MUCAMBO","CEARA"
"MUCUGE","BAHIA"
"MUCUM","RIO GRANDE DO SUL"
"MUCURICI","ESPIRITO SANTO"
"MUCURI","BAHIA"
"MUITOS CAPOES","RIO GRANDE DO SUL"
"MULITERNO","RIO GRANDE DO SUL"
"MULUNGU DO MORRO","BAHIA"
"MULUNGU","CEARA"
"MULUNGU","PARAIBA"
"MUNDO NOVO","BAHIA"
"MUNDO NOVO","GOIAS"
"MUNDO NOVO","MATO GROSSO DO SUL"
"MUNHOZ DE MELO","PARANA"
"MUNHOZ","MINAS GERAIS"
"MUNIZ FERREIRA","BAHIA"
"MUNIZ FREIRE","ESPIRITO SANTO"
"MUQUEM DE SAO FRANCISCO","BAHIA"
"MUQUI","ESPIRITO SANTO"
"MURIAE","MINAS GERAIS"
"MURIBECA","SERGIPE"
"MURICI DOS PORTELAS","PIAUI"
"MURICILANDIA","TOCANTINS"
"MURICI","ALAGOAS"
"MURITIBA","BAHIA"
"MURUTINGA DO SUL","SAO PAULO"
"MUTUIPE","BAHIA"
"MUTUM","MINAS GERAIS"
"MUTUNOPOLIS","GOIAS"
"MUZAMBINHO","MINAS GERAIS"
"NACIP RAYDAN","MINAS GERAIS"
"NANTES","SAO PAULO"
"NANUQUE","MINAS GERAIS"
"NAO-ME-TOQUE","RIO GRANDE DO SUL"
"NAQUE","MINAS GERAIS"
"NARANDIBA","SAO PAULO"
"NATALANDIA","MINAS GERAIS"
"NATAL","RIO GRANDE DO NORTE"
"NATERCIA","MINAS GERAIS"
"NATIVIDADE DA SERRA","SAO PAULO"
"NATIVIDADE","RIO DE JANEIRO"
"NATIVIDADE","TOCANTINS"
"NATUBA","PARAIBA"
"NAVEGANTES","SANTA CATARINA"
"NAVIRAI","MATO GROSSO DO SUL"
"NAZARE DA MATA","PERNAMBUCO"
"NAZARE DO PIAUI","PIAUI"
"NAZARENO","MINAS GERAIS"
"NAZARE PAULISTA","SAO PAULO"
"NAZARE","BAHIA"
"NAZARE","TOCANTINS"
"NAZAREZINHO","PARAIBA"
"NAZARIO","GOIAS"
"NEOPOLIS","SERGIPE"
"NEPOMUCENO","MINAS GERAIS"
"NEROPOLIS","GOIAS"
"NEVES PAULISTA","SAO PAULO"
"NHAMUNDA","AMAZONAS"
"NHANDEARA","SAO PAULO"
"NICOLAU VERGUEIRO","RIO GRANDE DO SUL"
"NILO PECANHA","BAHIA"
"NILOPOLIS","RIO DE JANEIRO"
"NINA RODRIGUES","MARANHAO"
"NINHEIRA","MINAS GERAIS"
"NIOAQUE","MATO GROSSO DO SUL"
"NIPOA","SAO PAULO"
"NIQUELANDIA","GOIAS"
"NISIA FLORESTA","RIO GRANDE DO NORTE"
"NITEROI","RIO DE JANEIRO"
"NOBRES","MATO GROSSO"
"NONOAI","RIO GRANDE DO SUL"
"NORDESTINA","BAHIA"
"NORMANDIA","RORAIMA"
"NORTELANDIA","MATO GROSSO"
"NOSSA SENHORA APARECIDA","SERGIPE"
"NOSSA SENHORA DA GLORIA","SERGIPE"
"NOSSA SENHORA DAS DORES","SERGIPE"
"NOSSA SENHORA DAS GRACAS","PARANA"
"NOSSA SENHORA DE LOURDES","SERGIPE"
"NOSSA SENHORA DE NAZARE","PIAUI"
"NOSSA SENHORA DO LIVRAMENTO","MATO GROSSO"
"NOSSA SENHORA DO SOCORRO","SERGIPE"
"NOSSA SENHORA DOS REMEDIOS","PIAUI"
"NOVA ALIANCA DO IVAI","PARANA"
"NOVA ALIANCA","SAO PAULO"
"NOVA ALVORADA DO SUL","MATO GROSSO DO SUL"
"NOVA ALVORADA","RIO GRANDE DO SUL"
"NOVA AMERICA DA COLINA","PARANA"
"NOVA AMERICA","GOIAS"
"NOVA ANDRADINA","MATO GROSSO DO SUL"
"NOVA ARACA","RIO GRANDE DO SUL"
"NOVA AURORA","GOIAS"
"NOVA AURORA","PARANA"
"NOVA BANDEIRANTES","MATO GROSSO"
"NOVA BASSANO","RIO GRANDE DO SUL"
"NOVA BELEM","MINAS GERAIS"
"NOVA BOA VISTA","RIO GRANDE DO SUL"
"NOVA BRASILANDIA D""OESTE","RONDONIA"
"NOVA BRASILANDIA","MATO GROSSO"
"NOVA BRESCIA","RIO GRANDE DO SUL"
"NOVA CAMPINA","SAO PAULO"
"NOVA CANAA DO NORTE","MATO GROSSO"
"NOVA CANAA PAULISTA","SAO PAULO"
"NOVA CANAA","BAHIA"
"NOVA CANDELARIA","RIO GRANDE DO SUL"
"NOVA CANTU","PARANA"
"NOVA CASTILHO","SAO PAULO"
"NOVA COLINAS","MARANHAO"
"NOVA CRIXAS","GOIAS"
"NOVA CRUZ","RIO GRANDE DO NORTE"
"NOVA ERA","MINAS GERAIS"
"NOVA ERECHIM","SANTA CATARINA"
"NOVA ESPERANCA DO PIRIA","PARA"
"NOVA ESPERANCA DO SUDOESTE","PARANA"
"NOVA ESPERANCA DO SUL","RIO GRANDE DO SUL"
"NOVA ESPERANCA","PARANA"
"NOVA EUROPA","SAO PAULO"
"NOVA FATIMA","BAHIA"
"NOVA FATIMA","PARANA"
"NOVA FLORESTA","PARAIBA"
"NOVA FRIBURGO","RIO DE JANEIRO"
"NOVA GLORIA","GOIAS"
"NOVA GRANADA","SAO PAULO"
"NOVA GUARITA","MATO GROSSO"
"NOVA GUATAPORANGA","SAO PAULO"
"NOVA HARTZ","RIO GRANDE DO SUL"
"NOVA IBIA","BAHIA"
"NOVA IGUACU DE GOIAS","GOIAS"
"NOVA IGUACU","RIO DE JANEIRO"
"NOVA INDEPENDENCIA","SAO PAULO"
"NOVA IORQUE","MARANHAO"
"NOVA IPIXUNA","PARA"
"NOVAIS","SAO PAULO"
"NOVA ITABERABA","SANTA CATARINA"
"NOVA ITARANA","BAHIA"
"NOVA LACERDA","MATO GROSSO"
"NOVA LARANJEIRAS","PARANA"
"NOVA LIMA","MINAS GERAIS"
"NOVA LONDRINA","PARANA"
"NOVA LUZITANIA","SAO PAULO"
"NOVA MAMORE","RONDONIA"
"NOVA MARILANDIA","MATO GROSSO"
"NOVA MARINGA","MATO GROSSO"
"NOVA MODICA","MINAS GERAIS"
"NOVA MONTE VERDE","MATO GROSSO"
"NOVA MUTUM","MATO GROSSO"
"NOVA NAZARE","MATO GROSSO"
"NOVA ODESSA","SAO PAULO"
"NOVA OLIMPIA","MATO GROSSO"
"NOVA OLIMPIA","PARANA"
"NOVA OLINDA DO MARANHAO","MARANHAO"
"NOVA OLINDA DO NORTE","AMAZONAS"
"NOVA OLINDA","CEARA"
"NOVA OLINDA","PARAIBA"
"NOVA OLINDA","TOCANTINS"
"NOVA PADUA","RIO GRANDE DO SUL"
"NOVA PALMA","RIO GRANDE DO SUL"
"NOVA PALMEIRA","PARAIBA"
"NOVA PETROPOLIS","RIO GRANDE DO SUL"
"NOVA PONTE","MINAS GERAIS"
"NOVA PORTEIRINHA","MINAS GERAIS"
"NOVA PRATA DO IGUACU","PARANA"
"NOVA PRATA","RIO GRANDE DO SUL"
"NOVA RAMADA","RIO GRANDE DO SUL"
"NOVA REDENCAO","BAHIA"
"NOVA RESENDE","MINAS GERAIS"
"NOVA ROMA DO SUL","RIO GRANDE DO SUL"
"NOVA ROMA","GOIAS"
"NOVA ROSALANDIA","TOCANTINS"
"NOVA RUSSAS","CEARA"
"NOVA SANTA BARBARA","PARANA"
"NOVA SANTA HELENA","MATO GROSSO"
"NOVA SANTA RITA","PIAUI"
"NOVA SANTA RITA","RIO GRANDE DO SUL"
"NOVA SANTA ROSA","PARANA"
"NOVA SERRANA","MINAS GERAIS"
"NOVA SOURE","BAHIA"
"NOVA TEBAS","PARANA"
"NOVA TIMBOTEUA","PARA"
"NOVA TRENTO","SANTA CATARINA"
"NOVA UBIRATA","MATO GROSSO"
"NOVA UNIAO","MINAS GERAIS"
"NOVA UNIAO","RONDONIA"
"NOVA VENECIA","ESPIRITO SANTO"
"NOVA VENEZA","GOIAS"
"NOVA VENEZA","SANTA CATARINA"
"NOVA VICOSA","BAHIA"
"NOVA XAVANTINA","MATO GROSSO"
"NOVO ACORDO","TOCANTINS"
"NOVO AIRAO","AMAZONAS"
"NOVO ALEGRE","TOCANTINS"
"NOVO ARIPUANA","AMAZONAS"
"NOVO BARREIRO","RIO GRANDE DO SUL"
"NOVO BRASIL","GOIAS"
"NOVO CABRAIS","RIO GRANDE DO SUL"
"NOVO CRUZEIRO","MINAS GERAIS"
"NOVO GAMA","GOIAS"
"NOVO HAMBURGO","RIO GRANDE DO SUL"
"NOVO HORIZONTE DO NORTE","MATO GROSSO"
"NOVO HORIZONTE DO OESTE","RONDONIA"
"NOVO HORIZONTE DO SUL","MATO GROSSO DO SUL"
"NOVO HORIZONTE","BAHIA"
"NOVO HORIZONTE","SANTA CATARINA"
"NOVO HORIZONTE","SAO PAULO"
"NOVO ITACOLOMI","PARANA"
"NOVO JARDIM","TOCANTINS"
"NOVO LINO","ALAGOAS"
"NOVO MACHADO","RIO GRANDE DO SUL"
"NOVO MUNDO","MATO GROSSO"
"NOVO ORIENTE DE MINAS","MINAS GERAIS"
"NOVO ORIENTE DO PIAUI","PIAUI"
"NOVO ORIENTE","CEARA"
"NOVO PLANALTO","GOIAS"
"NOVO PROGRESSO","PARA"
"NOVO REPARTIMENTO","PARA"
"NOVORIZONTE","MINAS GERAIS"
"NOVO SANTO ANTONIO","MATO GROSSO"
"NOVO SANTO ANTONIO","PIAUI"
"NOVO SAO JOAQUIM","MATO GROSSO"
"NOVO TIRADENTES","RIO GRANDE DO SUL"
"NOVO TRIUNFO","BAHIA"
"NOVO XINGU","RIO GRANDE DO SUL"
"NUPORANGA","SAO PAULO"
"OBIDOS","PARA"
"OCARA","CEARA"
"OCAUCU","SAO PAULO"
"OEIRAS DO PARA","PARA"
"OEIRAS","PIAUI"
"OIAPOQUE","AMAPA"
"OLARIA","MINAS GERAIS"
"OLEO","SAO PAULO"
"OLHO D""AGUA DAS CUNHAS","MARANHAO"
"OLHO D""AGUA DAS FLORES","ALAGOAS"
"OLHO-D""AGUA DO BORGES","RIO GRANDE DO NORTE"
"OLHO D""AGUA DO CASADO","ALAGOAS"
"OLHO D""AGUA DO PIAUI","PIAUI"
"OLHO D""AGUA GRANDE","ALAGOAS"
"OLHO D""AGUA","PARAIBA"
"OLHOS-D""AGUA","MINAS GERAIS"
"OLIMPIA","SAO PAULO"
"OLIMPIO NORONHA","MINAS GERAIS"
"OLINDA NOVA DO MARANHAO","MARANHAO"
"OLINDA","PERNAMBUCO"
"OLINDINA","BAHIA"
"OLIVEDOS","PARAIBA"
"OLIVEIRA DE FATIMA","TOCANTINS"
"OLIVEIRA DOS BREJINHOS","BAHIA"
"OLIVEIRA FORTES","MINAS GERAIS"
"OLIVEIRA","MINAS GERAIS"
"OLIVENCA","ALAGOAS"
"ONCA DE PITANGUI","MINAS GERAIS"
"ONDA VERDE","SAO PAULO"
"ORATORIOS","MINAS GERAIS"
"ORIENTE","SAO PAULO"
"ORINDIUVA","SAO PAULO"
